Run#	1783	1782	1781	1780	1779
PMT 4	700	725	750	775	800
1	50.2	48.5	49.6	50.0	52.2
2	141.3	131.4	124.4	117.7	116.3
3	52.0	50.1	51.1	50.8	52.5
4	60.3	55.9	55.0	54.0	54.2
5	41.0	39.0	39.9	39.8	41.1
6	76.0	69.5	63.8	58.9	57.4
7	64.1	58.7	53.5	50.3	48.8
8	45.5	41.7	40.1	39.2	39.5
9	34.0	33.8	35.1	35.5	36.1
10	27.9	28.1	30.6	29.4	29.5
11	32.8	32.8	34.6	34.0	34.1
12	71.6	65.5	60.7	55.6	54.2
13	0.0	0.0	0.0	0.0	0.0
14	60.6	54.5	51.3	49.1	50.2
15	36.1	34.6	35.6	35.8	36.2
16	0.0	0.0	0.0	0.0	0.0
