Run#	1930	1932	1933	1934	1935
PMT 9	700	725	750	775	800
1   	74.9	69.6	67.2	66.9	68.2
2	0.0	0.0	0.0	0.0	0.0
3	63.3	60.1	58.8	59.8	61.5
4	100.5	93.0	88.4	85.7	86.9
5	69.4	65.3	63.7	64.2	65.9
6	43.4	42.6	43.2	44.4	45.5
7	42.9	42.1	42.5	43.9	45.2
8	54.6	52.1	51.2	51.8	53.0
9	100.7	95.9	90.5	88.5	89.3
10	92.6	86.3	80.6	78.4	78.3
11	98.6	91.4	84.5	80.7	79.9
12	94.5	88.8	83.3	80.8	81.6
13	196.7	180.1	172.9	162.1	128.5
14	168.2	154.4	145.4	138.2	132.0
15	181.2	167.8	158.6	146.7	137.9
16	0.0	0.0	0.0	0.0	0.0
