Run#	1749	1750	1751	1752	1753
PMT 11	700	725	750	775	800
1	58.7	55.6	52.7	49.9	48.9
2	0.0	0.0	0.0	0.0	0.0
3	50.4	48.6	45.2	44.0	44.6
4	50.2	48.3	45.0	42.8	42.1
5	57.5	54.6	51.5	48.3	46.2
6	0.0	0.0	0.0	0.0	0.0
7	90.6	81.5	77.1	73.9	69.6
8	65.9	59.6	55.5	53.1	50.8
9	30.4	29.2	28.6	28.8	29.0
10	37.9	35.9	34.4	34.4	34.5
11	23.6	23.1	23.2	23.6	23.8
12	33.2	42.4	53.0	37.8	47.0
13	60.4	58.6	55.3	52.1	49.4
14	72.8	68.3	64.8	61.1	56.1
15	43.6	41.7	40.7	41.0	41.3
16	53.7	50.7	46.8	43.8	41.6
