PMT 11	700	725	750	775	800
1   	0	0	0	32	34
2	32	33	33	34	40
3	0	0	31	33	33
4	0	31	32	34	34
5	0	0	0	33	42
6	0	0	0	0	0
7	0	0	0	0	0
8	0	0	0	0	33
9	34	34	35	36	41
10	30	31	31	33	41
11	37	37	37	40	42
12	0	0	0	0	0
13	0	0	0	0	0
14	0	0	0	0	32
15	0	0	31	34	42
16	0	0	0	0	0
