Run#	1612	1611	1610	1609	1609
PMT 8	700	725	750	775	800
1	142.8	140.5	133.2	121.2	110.2
2	63.1	59.2	55.7	53.7	52.8
3	54.6	51.3	50.2	50.0	50.5
4	0.0	0.0	0.0	0.0	0.0
5	58.6	54.7	51.6	48.8	48.6
6	87.4	74.7	64.9	71.6	68.4
7	0.0	0.0	0.0	0.0	0.0
8	53.4	48.7	44.8	40.2	39.0
9	74.8	70.1	63.6	59.0	56.6
10	105.8	101.6	94.1	86.0	75.7
11	47.4	51.1	49.9	58.1	51.5
12	120.2	105.0	80.1	99.3	90.1
13	141.6	141.2	131.3	121.8	125.9
14	54.5	52.2	45.4	40.6	32.9
15	54.9	52.7	48.3	45.6	45.2
16	385.2	352.0	320.6	284.6	270.4
