Run#	2030	2029	2028	2027	2026
PMT 6	700	725	750	775	800
1   	0	0	0	0	0
2	42.5	42.5	43.2	44.3	45.6
3	224.5	225.4	315.9	317.5	316.6
4	76.8	57.8	64.6	59.5	57.3
5	42.2	41.1	41.0	42.0	43.2
6	28.9	29.7	30.3	31.1	31.5
7	27.2	27.8	28.3	28.8	29.2
8	23.7	22.2	21.5	22.1	22.5
9	25.2	25.4	26.1	26.9	28.0
10	31.2	31.9	32.8	33.2	33.6
11	27.3	27.9	28.5	28.9	29.3
12	32.4	31.9	32.2	32.7	33.0
13	122.0	114.3	70.1	61.0	61.9
14	35.0	35.1	36.1	37.6	39.1
15	74.0	67.7	63.6	62.5	62.9
16	0	0	0	0	0

