Run#	1702	1703	1704	1705	1706
PMT 14	700	725	750	775	800
1	70.0	66.4	69.1	67.2	67.8
2	47.5	46.8	47.9	48.2	49.7
3	69.6	67.6	67.8	66.3	67.2
4	0.0	0.0	0.0	0.0	0.0
5	45.5	44.4	44.6	45.1	45.8
6	38.6	37.4	38.0	37.9	39.0
7	48.6	47.8	51.1	48.5	49.5
8	53.0	50.1	53.5	48.6	49.4
9	35.4	35.2	36.0	36.4	36.8
10	31.0	31.2	31.4	32.7	33.2
11	35.4	35.6	37.5	36.9	37.4
12	44.3	43.6	44.4	44.9	45.3
13	59.7	58.1	55.1	58.8	59.7
14	0.0	0.0	0.0	0.0	0.0
15	43.1	42.7	44.5	43.9	44.6
16	145.0	135.5	129.9	126.0	126.0
