Run#	2031	2032	2033	2034	2035
PMT 4	700	725	750	775	800
1   	48.0	49.1	50.6	51.7	52.5
2	103.9	99.3	97.4	98.7	101.3
3	41.7	42.3	43.8	45.5	46.4
4	0	0	0	0	0
5	37.1	38.2	38.9	39.4	38.8
6	46.5	47.4	47.9	48.6	47.8
7	0	0	0	0	0
8	38.0	38.6	39.4	40.5	40.6
9	28.8	29.5	30.9	31.2	31.0
10	24.9	25.5	25.7	25.7	25.4
11	30.3	30.9	31.8	31.9	31.7
12	43.6	43.3	44.0	44.5	45.0
13	51.0	51.3	51.7	52.6	52.9
14	51.9	52.3	53.5	54.4	55.1
15	32.6	33.7	34.6	34.5	34.5
16	37.4	38.0	38.5	38.8	38.7

