Run#	1783	1782	1781	1780	1779
PMT 1	700	725	750	775	800
1	49.2	47.5	49.0	49.4	51.2
2	55.2	54.3	55.4	56.1	58.0
3	46.7	45.7	46.7	46.8	47.6
4	63.5	59.3	56.9	56.4	55.6
5	61.2	56.7	54.7	53.9	53.5
6	0.0	0.0	0.0	0.0	0.0
7	41.0	40.3	41.5	41.5	41.9
8	62.5	56.8	53.2	50.1	48.7
9	54.4	52.1	52.4	52.6	52.4
10	72.8	67.7	62.5	60.8	58.4
11	88.5	82.7	66.5	69.8	66.1
12	67.7	66.6	62.3	58.4	56.7
13	59.3	54.8	51.8	50.3	49.3
14	96.2	88.9	83.2	78.9	74.8
15	73.3	72.8	75.0	76.1	74.6
16	0.0	0.0	0.0	0.0	0.0
