Run#	1749	1750	1751	1752	1753
PMT 12	700	725	750	775	800
1	97.3	78.6	85.8	83.1	82.2
2	0.0	0.0	0.0	0.0	0.0
3	38.4	39.0	40.1	40.9	42.1
4	43.7	44.2	45.2	45.7	45.8
5	57.9	55.0	53.8	54.0	54.2
6	0.0	0.0	0.0	0.0	0.0
7	31.1	31.9	32.8	33.4	32.6
8	37.1	37.6	38.3	38.7	38.2
9	35.1	36.0	37.3	37.9	38.0
10	31.7	32.3	33.3	33.7	33.7
11	27.6	28.3	29.0	29.4	29.0
12	36.3	36.6	37.3	37.8	37.3
13	62.2	60.6	60.4	61.8	61.1
14	44.5	45.2	46.3	47.2	46.8
15	47.4	48.3	49.5	50.5	50.0
16	55.0	53.9	54.0	54.9	54.8
