Comparison of mean ADC for PMT 10 before and after resistors installed.
	   (1867)      	       	 (1876)
Pixel	   Mean	   Sigma	 Mean	Sigma
1	   385	   79	   	 346	82
2	   475	   86		 327	105
3	   380	   78	   	 324	69
4	   362	   74		 325	69
5	   413	   91 		 337	75
6	   367	   68		 323	73
7	   455	   103		 327	51
8	   302	   76		 288	70
9	   375	   99		 339	94
10	   357	   75		 330	81
11	   321	   60		 301	64
12	   458	   98		 314	75
13	   149	   40		 -140	155
14	   269	   86		 163	355
