Pixel	700	725	750	775	800
1	0	0	0	0	0
2	27	28	32	36	40
3	34	35	37	38	40
4	25	25	25	28	30
5	33	34	38	41	44
6	26	26	30	34	40
7	40	40	42	42	43
8	38	42	43	44	48
9	30	30	33	34	38
10	36	36	37	38	40
11	34	35	38	38	40
12	24	24	25	26	30
13	26	28	32	37	43
14	26	28	32	35	40
15	30	32	34	37	40
16	0	0	0	0	0
