PMT 2 Efficiency
Run#	1588	1589	1585	1586	1587
HV:	700	725	750	775	800
1	0.882	0.907	0.883	0.824	0.784
2	0.957	0.962	0.877	0.778	0.938
3	0.965	0.989	0.981	0.953	1.000
5	0.946	0.969	0.953	1.000	0.935
6	0.986	0.996	1.000	0.895	0.941
7	0.983	0.992	0.949	0.938	0.913
9	0.985	0.985	0.964	0.667	0.909
10	0.980	0.989	0.903	0.810	1.000
11	0.996	0.974	0.857	0.739	0.909
12	0.994	0.989	0.952	0.810	0.700
13	0.996	0.985	0.995	0.991	0.962
14	0.937	0.971	0.952	0.892	0.941
15	0.942	0.977	0.957	0.836	0.905
16	0.976	0.996	0.983	0.983	1.000
