PMT 5 Efficiency
Run#	1578	1575	1574	1573	1565
HV:	700	725	750	775	800
1	0.785	0.841	0.900	0.953	0.979
3	0.768	0.913	0.950	0.956	0.983
4	-nan	1.000	1.000	0.977	1.000
5	0.678	0.844	0.975	0.955	0.872
6	0.923	0.977	0.995	1.000	0.962
7	0.967	0.975	1.000	0.971	0.974
8	0.983	0.993	0.979	0.970	1.000
9	0.967	1.000	0.984	0.933	1.000
10	0.957	0.963	0.981	0.949	1.000
11	0.987	0.991	0.980	0.961	0.933
12	0.995	0.989	0.991	0.956	0.857
14	0.955	0.991	0.989	0.944	0.667
15	0.900	0.936	0.966	0.960	0.971
16	0.800	0.885	0.914	0.944	0.955
