PMT 12 Efficiency
Run#	1578	1575	1574	1573	1566
HV:	700	725	750	775	800
1	0.125	0.514	0.924	0.958	0.000
2	0.508	0.903	0.846	0.855	0.869
3	0.589	0.707	0.812	0.831	0.938
4	0.613	0.811	0.921	0.945	0.979
5	0.493	0.822	0.986	0.995	0.984
6	0.483	0.664	0.921	0.951	0.976
7	0.850	0.933	0.981	0.992	0.993
8	0.730	0.939	0.989	0.996	0.991
9	0.710	0.870	0.978	1.000	0.991
12	0.738	0.890	0.981	0.985	0.977
13	0.532	0.881	0.984	0.987	0.995
14	0.307	0.596	0.835	0.909	0.975
15	0.589	0.702	0.813	0.911	0.975
16	0.602	0.853	0.961	0.973	0.978
