PMT 4 Efficiency
Run#	1578	1575	1574	1573	1565
HV:	700	725	750	775	800
1	0.628	0.789	0.881	0.947	0.952
2	0.045	0.518	0.910	0.995	1.000
3	0.772	0.960	0.987	0.973	0.971
4	0.751	0.953	0.977	0.950	0.982
5	0.820	0.979	0.985	0.993	0.957
6	0.908	0.978	0.986	0.963	0.980
7	0.913	0.990	0.986	0.977	0.980
8	0.945	0.997	0.986	0.981	0.993
9	0.962	0.989	0.988	0.969	0.938
10	0.938	0.964	0.967	0.952	0.961
11	0.945	0.996	0.987	0.972	0.941
12	0.929	0.972	0.996	0.972	0.953
14	0.842	0.982	0.989	0.970	0.962
15	0.759	0.922	0.953	0.985	0.948
