PMT 9 Efficiency
Run#	1578	1575	1574	1573	1572
HV:	700	725	750	775	800
1	0.692	0.891	0.829	0.921	0.866
2	0.603	0.897	0.934	0.974	0.929
3	0.704	0.802	0.807	0.873	0.800
5	0.692	0.786	0.787	0.887	0.936
6	0.553	0.774	0.919	0.921	0.957
7	0.662	0.802	0.919	0.910	0.960
8	0.609	0.741	0.878	0.939	0.939
9	0.324	1.000	0.956	0.983	0.963
10	0.440	0.819	0.946	0.959	0.971
11	0.263	0.584	0.921	0.978	0.975
12	0.234	0.588	0.895	0.929	0.915
13	1.000	1.000	0.452	0.719	0.971
14	1.000	0.667	0.684	0.844	1.000
15	-nan	0.750	0.427	0.856	0.978
